From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
P75867	P75867	reviewed	LONH_ECOLI	Putative Lon protease homolog (EC 3.4.21.-) (ATP-dependent protease La homolog)	ycbZ b0955 JW0938	Escherichia coli (strain K12)	586
P75874	P75874	reviewed	YCCU_ECOLI	Uncharacterized protein YccU	yccU b0965 JW5130	Escherichia coli (strain K12)	137
P75876	P75876	reviewed	RLMI_ECOLI	Ribosomal RNA large subunit methyltransferase I (EC 2.1.1.191) (23S rRNA m5C1962 methyltransferase) (rRNA (cytosine-C(5)-)-methyltransferase RlmI)	rlmI yccW b0967 JW5898	Escherichia coli (strain K12)	396
P75913	P75913	reviewed	GHRA_ECOLI	Glyoxylate/hydroxypyruvate reductase A (EC 1.1.1.79) (EC 1.1.1.81) (2-ketoacid reductase)	ghrA ycdW b1033 JW5146	Escherichia coli (strain K12)	312
P75914	P75914	reviewed	YCDX_ECOLI	Probable phosphatase YcdX (EC 3.1.3.-)	ycdX b1034 JW1017	Escherichia coli (strain K12)	245
P75915	P75915	reviewed	YCDY_ECOLI	Chaperone protein YcdY	ycdY b1035 JW1018	Escherichia coli (strain K12)	184
P75931	P75931	reviewed	YCEM_ECOLI	Putative oxidoreductase YceM (EC 1.-.-.-)	yceM mviM b1068 JW1055	Escherichia coli (strain K12)	307
P75949	P75949	reviewed	NAGZ_ECOLI	Beta-hexosaminidase (EC 3.2.1.52) (Beta-N-acetylhexosaminidase) (N-acetyl-beta-glucosaminidase)	nagZ ycfO b1107 JW1093	Escherichia coli (strain K12)	341
P75954	P75954	reviewed	YCFS_ECOLI	Probable L,D-transpeptidase YcfS (EC 2.-.-.-)	ycfS b1113 JW5820	Escherichia coli (strain K12)	320
P75959	P75959	reviewed	NAGK_ECOLI	N-acetyl-D-glucosamine kinase (EC 2.7.1.59) (GlcNAc kinase)	nagK ycfX b1119 JW1105	Escherichia coli (strain K12)	303
P75960	P75960	reviewed	NPD_ECOLI	NAD-dependent protein deacylase (EC 2.3.1.286) (Regulatory protein SIR2 homolog)	cobB ycfY b1120 JW1106	Escherichia coli (strain K12)	279
P76002	P76002	reviewed	PLIG_ECOLI	Inhibitor of g-type lysozyme	pliG ycgK b1178 JW1167	Escherichia coli (strain K12)	133
P76004	P76004	reviewed	YCGM_ECOLI	Oxaloacetate tautomerase YcgM (EC 5.3.2.2)	ycgM b1180 JW1169	Escherichia coli (strain K12)	219
P76008	P76008	reviewed	LDCA_ECOLI	Murein tetrapeptide carboxypeptidase (EC 3.4.17.13) (LD-carboxypeptidase A) (Muramoyltetrapeptide carboxypeptidase)	ldcA ycgQ b1192 JW1181	Escherichia coli (strain K12)	304
P76015	P76015	reviewed	DHAK_ECOLI	PEP-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK (EC 2.7.1.121)	dhaK ycgT b1200 JW5187	Escherichia coli (strain K12)	356
P76017	P76017	reviewed	YCGV_ECOLI	Probable autotransporter YcgV	ycgV b1202 JW1193	Escherichia coli (strain K12)	955
P76034	P76034	reviewed	YCIT_ECOLI	Uncharacterized HTH-type transcriptional regulator YciT	yciT b1284 JW1276	Escherichia coli (strain K12)	249
P76038	P76038	reviewed	PUUD_ECOLI	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD (Gamma-Glu-GABA hydrolase) (EC 3.5.1.94)	puuD ycjL b1298 JW1291	Escherichia coli (strain K12)	254
P76049	P76049	reviewed	YCJY_ECOLI	Uncharacterized protein YcjY	ycjY b1327 JW5804	Escherichia coli (strain K12)	306
P76055	P76055	reviewed	TTCA_ECOLI	tRNA-cytidine(32) 2-sulfurtransferase (EC 2.8.1.-) (Two-thiocytidine biosynthesis protein A) (tRNA 2-thiocytidine biosynthesis protein TtcA)	ttcA ydaO b1344 JW1338	Escherichia coli (strain K12)	311
P76062	P76062	reviewed	RACR_ECOLI	DNA-binding transcriptional repressor RacR (Prophage repressor RacR) (Rac prophage repressor)	racR ydaR b1356 JW1351	Escherichia coli (strain K12)	158
P76086	P76086	reviewed	PAAX_ECOLI	Transcriptional repressor PaaX	paaX ydbY b1399 JW1394	Escherichia coli (strain K12)	316
P76097	P76097	reviewed	HGLS_ECOLI	2-oxoadipate dioxygenase/decarboxylase (EC 1.13.11.93) (2-hydroxyglutarate synthase)	ydcJ b1423 JW1419	Escherichia coli (strain K12)	447
P76108	P76108	reviewed	YDCS_ECOLI	Bifunctional polyhydroxybutyrate synthase / ABC transporter periplasmic binding protein (Poly-3-hydroxybutyrate synthase) (PHB synthase) (EC 2.3.1.-) (cPHB synthase)	ydcS b1440 JW1435	Escherichia coli (strain K12)	381
P76113	P76113	reviewed	CURA_ECOLI	NADPH-dependent curcumin reductase (EC 1.3.1.n3) (NADPH-dependent curcumin/dihydrocurcumin reductase)	curA yncB b1449 JW5907	Escherichia coli (strain K12)	345
P76114	P76114	reviewed	MCBR_ECOLI	HTH-type transcriptional regulator McbR	mcbR yncC b1450 JW1445	Escherichia coli (strain K12)	221
P76116	P76116	reviewed	YNCE_ECOLI	Uncharacterized protein YncE	yncE b1452 JW1447	Escherichia coli (strain K12)	353
P76121	P76121	reviewed	YDDH_ECOLI	Uncharacterized protein YddH	yddH b1462 JW1457	Escherichia coli (strain K12)	189
P76128	P76128	reviewed	DDPA_ECOLI	Probable D,D-dipeptide-binding periplasmic protein DdpA	ddpA yddS b1487 JW5240	Escherichia coli (strain K12)	516
P76129	P76129	reviewed	DOSP_ECOLI	Oxygen sensor protein DosP (EC 3.1.4.52) (Direct oxygen-sensing phosphodiesterase) (Direct oxygen sensor protein) (Ec DOS) (Heme-regulated cyclic di-GMP phosphodiesterase)	dosP dos pdeO yddU b1489 JW1484	Escherichia coli (strain K12)	799
P76142	P76142	reviewed	LSRB_ECOLI	Autoinducer 2-binding protein LsrB (AI-2-binding protein LsrB)	lsrB yneA b1516 JW1509	Escherichia coli (strain K12)	340
P76143	P76143	reviewed	LSRF_ECOLI	3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase (EC 2.3.1.245)	lsrF yneB b1517 JW1510	Escherichia coli (strain K12)	291
P76145	P76145	reviewed	TAM_ECOLI	Trans-aconitate 2-methyltransferase (EC 2.1.1.144)	tam yneD b1519 JW1512	Escherichia coli (strain K12)	252
P76149	P76149	reviewed	SAD_ECOLI	Succinate semialdehyde dehydrogenase [NAD(P)+] Sad (SSADH) (SSDH) (EC 1.2.1.16)	sad yneI b1525 JW5247	Escherichia coli (strain K12)	462
P76172	P76172	reviewed	YNFD_ECOLI	Uncharacterized protein YnfD	ynfD b1586 JW5259	Escherichia coli (strain K12)	101
P76176	P76176	reviewed	YDGD_ECOLI	Uncharacterized serine protease YdgD (EC 3.4.21.-)	ydgD b1598 JW1590	Escherichia coli (strain K12)	273
P76177	P76177	reviewed	YDGH_ECOLI	Protein YdgH	ydgH b1604 JW1596	Escherichia coli (strain K12)	314
P76187	P76187	reviewed	YDHF_ECOLI	Oxidoreductase YdhF (EC 1.-.-.-)	ydhF b1647 JW1639	Escherichia coli (strain K12)	298
P76193	P76193	reviewed	YNHG_ECOLI	Probable L,D-transpeptidase YnhG (EC 2.-.-.-)	ynhG b1678 JW1668	Escherichia coli (strain K12)	334
P76201	P76201	reviewed	YDIQ_ECOLI	Putative electron transfer flavoprotein subunit YdiQ	ydiQ b1697 JW5276	Escherichia coli (strain K12)	254
P76214	P76214	reviewed	VES_ECOLI	Protein Ves (Various environmental stresses-induced protein)	ves ydjR b1742 JW1731	Escherichia coli (strain K12)	191
P76215	P76215	reviewed	ASTE_ECOLI	Succinylglutamate desuccinylase (EC 3.5.1.96)	astE ydjS b1744 JW1733	Escherichia coli (strain K12)	322
P76216	P76216	reviewed	ASTB_ECOLI	N-succinylarginine dihydrolase (EC 3.5.3.23)	astB ydjT b1745 JW1734	Escherichia coli (strain K12)	447
P76217	P76217	reviewed	ASTD_ECOLI	N-succinylglutamate 5-semialdehyde dehydrogenase (EC 1.2.1.71) (Succinylglutamic semialdehyde dehydrogenase) (SGSD)	astD ydjU b1746 JW5282	Escherichia coli (strain K12)	492
P76227	P76227	reviewed	YNJH_ECOLI	Uncharacterized protein YnjH	ynjH b1760 JW1749	Escherichia coli (strain K12)	90
P76235	P76235	reviewed	YEAH_ECOLI	UPF0229 protein YeaH	yeaH b1784 JW1773	Escherichia coli (strain K12)	427
P76243	P76243	reviewed	YEAO_ECOLI	Uncharacterized protein YeaO	yeaO b1792 JW1781	Escherichia coli (strain K12)	115
P76251	P76251	reviewed	DMLA_ECOLI	D-malate dehydrogenase [decarboxylating] (EC 1.1.1.83) (D-malate degradation protein A) (D-malate oxidase)	dmlA yeaU b1800 JW1789	Escherichia coli (strain K12)	361
P76256	P76256	reviewed	TSAB_ECOLI	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB (t(6)A37 threonylcarbamoyladenosine biosynthesis protein TsaB)	tsaB yeaZ b1807 JW1796	Escherichia coli (strain K12)	231
P76270	P76270	reviewed	MSRC_ECOLI	Free methionine-R-sulfoxide reductase (fRMsr) (EC 1.8.4.14)	msrC yebR b1832 JW1821	Escherichia coli (strain K12)	165
P76273	P76273	reviewed	RSMF_ECOLI	Ribosomal RNA small subunit methyltransferase F (EC 2.1.1.178) (16S rRNA m5C1407 methyltransferase) (rRNA (cytosine-C(5)-)-methyltransferase RsmF)	rsmF yebU b1835 JW5301	Escherichia coli (strain K12)	479
P76290	P76290	reviewed	CMOA_ECOLI	Carboxy-S-adenosyl-L-methionine synthase (Cx-SAM synthase) (EC 2.1.3.-)	cmoA yecO b1870 JW1859	Escherichia coli (strain K12)	247
P76291	P76291	reviewed	CMOB_ECOLI	tRNA U34 carboxymethyltransferase (EC 2.5.1.-)	cmoB yecP b1871 JW1860	Escherichia coli (strain K12)	323
P76316	P76316	reviewed	DCYD_ECOLI	D-cysteine desulfhydrase (EC 4.4.1.15)	dcyD yedO b1919 JW5313	Escherichia coli (strain K12)	328
P76329	P76329	reviewed	MPGP_ECOLI	Mannosyl-3-phosphoglycerate phosphatase (MPGP) (EC 3.1.3.70)	yedP b1955 JW1938	Escherichia coli (strain K12)	271
P76346	P76346	reviewed	MTFA_ECOLI	Mlc titration factor A (Mlc-binding protein) (Probable zinc metallopeptidase MtfA) (EC 3.4.11.-)	mtfA yeeI b1976 JW1958	Escherichia coli (strain K12)	265
P76349	P76349	reviewed	YEEL_ECOLI	Putative uncharacterized protein YeeL	yeeL b4497 b1979/b1980	Escherichia coli (strain K12)	234
P76350	P76350	reviewed	SHIA_ECOLI	Shikimate transporter (Shikimate permease)	shiA yeeM b1981 JW1962	Escherichia coli (strain K12)	438
P76372	P76372	reviewed	WZZB_ECOLI	Chain length determinant protein (Polysaccharide antigen chain regulator)	wzzB cld rol wzz b2027 JW5836	Escherichia coli (strain K12)	326
P76402	P76402	reviewed	YEGP_ECOLI	UPF0339 protein YegP	yegP b2080 JW5339	Escherichia coli (strain K12)	110
P76403	P76403	reviewed	TRHP_ECOLI	tRNA hydroxylation protein P (EC 3.4.-.-)	trhP yegQ b2081 JW2066	Escherichia coli (strain K12)	453
P76407	P76407	reviewed	YEGS_ECOLI	Lipid kinase YegS (EC 2.7.1.-)	yegS b2086 JW2070	Escherichia coli (strain K12)	299
P76470	P76470	reviewed	RHMT_ECOLI	Inner membrane transport protein RhmT	rhmT yfaV b2246 JW2240	Escherichia coli (strain K12)	429
P76491	P76491	reviewed	5DNU_ECOLI	5'-deoxynucleotidase YfbR (EC 3.1.3.89) (5'-deoxyribonucleotidase) (Nucleoside 5'-monophosphate phosphohydrolase)	yfbR b2291 JW2288	Escherichia coli (strain K12)	199
P76535	P76535	reviewed	MURQ_ECOLI	N-acetylmuramic acid 6-phosphate etherase (MurNAc-6-P etherase) (EC 4.2.1.126) (N-acetylmuramic acid 6-phosphate hydrolase) (N-acetylmuramic acid 6-phosphate lyase)	murQ yfeU b2428 JW2421	Escherichia coli (strain K12)	298
P76536	P76536	reviewed	YFEX_ECOLI	Dye-decolorizing peroxidase YfeX (EC 1.11.1.-) (Porphyrinogen oxidase)	yfeX b2431 JW2424	Escherichia coli (strain K12)	299
P76537	P76537	reviewed	YFEY_ECOLI	Uncharacterized protein YfeY	yfeY b2432 JW2425	Escherichia coli (strain K12)	191
P76539	P76539	reviewed	YPEA_ECOLI	Acetyltransferase YpeA (EC 2.3.1.-)	ypeA b2434 JW2427	Escherichia coli (strain K12)	141
P76541	P76541	reviewed	EUTL_ECOLI	Bacterial microcompartment shell protein EutL (BMC-T) (Ethanolamine utilization protein EutL)	eutL yffJ b2439 JW2432	Escherichia coli (strain K12)	219
P76558	P76558	reviewed	MAO2_ECOLI	NADP-dependent malic enzyme (NADP-ME) (EC 1.1.1.40)	maeB ypfF b2463 JW2447	Escherichia coli (strain K12)	759
P76561	P76561	reviewed	YPFH_ECOLI	Esterase YpfH (EC 3.1.-.-)	ypfH b2473 JW5396	Escherichia coli (strain K12)	232
P76569	P76569	reviewed	YFGD_ECOLI	Uncharacterized protein YfgD	yfgD b2495 JW2480	Escherichia coli (strain K12)	119
P76575	P76575	reviewed	YFGJ_ECOLI	Uncharacterized protein YfgJ	yfgJ b2510 JW5402	Escherichia coli (strain K12)	71
P76576	P76576	reviewed	YFGM_ECOLI	Ancillary SecYEG translocon subunit (Periplasmic chaperone YfgM)	yfgM b2513 JW2497	Escherichia coli (strain K12)	206
P76578	P76578	reviewed	A2MG_ECOLI	Alpha-2-macroglobulin (ECAM)	yfhM b2520 JW2504	Escherichia coli (strain K12)	1653
P76594	P76594	reviewed	LYSAC_ECOLI	Peptidyl-lysine N-acetyltransferase PatZ (EC 2.3.1.-) (Protein lysine acetyltransferase)	patZ pka yfiQ b2584 JW2568	Escherichia coli (strain K12)	886
P76621	P76621	reviewed	GLAH_ECOLI	Glutarate 2-hydroxylase (G-2-H) (EC 1.14.11.64) (Carbon starvation induced protein D)	glaH csiD gab ygaT b2659 JW5427	Escherichia coli (strain K12)	325
P76658	P76658	reviewed	HLDE_ECOLI	Bifunctional protein HldE [Includes: D-beta-D-heptose 7-phosphate kinase (EC 2.7.1.167) (D-beta-D-heptose 7-phosphotransferase) (D-glycero-beta-D-manno-heptose-7-phosphate kinase); D-beta-D-heptose 1-phosphate adenylyltransferase (EC 2.7.7.70) (D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase)]	hldE rfaE waaE yqiF b3052 JW3024	Escherichia coli (strain K12)	477
P77148	P77148	reviewed	YDHS_ECOLI	Uncharacterized protein YdhS	ydhS b1668 JW1658	Escherichia coli (strain K12)	534
P77150	P77150	reviewed	PDXY_ECOLI	Pyridoxal kinase PdxY (PL kinase) (EC 2.7.1.35) (Pyridoxal kinase 2) (PL kinase 2)	pdxY ydgS b1636 JW1628	Escherichia coli (strain K12)	287
P77173	P77173	reviewed	ZIPA_ECOLI	Cell division protein ZipA (FtsZ interacting protein A)	zipA b2412 JW2404	Escherichia coli (strain K12)	328
P77181	P77181	reviewed	PAAY_ECOLI	Phenylacetic acid degradation protein PaaY	paaY ydbZ b1400 JW1395	Escherichia coli (strain K12)	196
P77182	P77182	reviewed	MNMC_ECOLI	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC (tRNA mnm(5)s(2)U biosynthesis bifunctional protein) [Includes: tRNA (mnm(5)s(2)U34)-methyltransferase (EC 2.1.1.61); FAD-dependent cmnm(5)s(2)U34 oxidoreductase (EC 1.5.-.-)]	mnmC yfcK b2324 JW5380	Escherichia coli (strain K12)	668
P77202	P77202	reviewed	DSBG_ECOLI	Thiol:disulfide interchange protein DsbG	dsbG ybdP b0604 JW0597	Escherichia coli (strain K12)	248
P77213	P77213	reviewed	GCS2_ECOLI	Putative glutamate--cysteine ligase 2 (EC 6.3.2.2) (Gamma-glutamylcysteine synthetase 2) (GCS 2) (Gamma-GCS 2)	ybdK b0581 JW0570	Escherichia coli (strain K12)	372
P77215	P77215	reviewed	RHMD_ECOLI	L-rhamnonate dehydratase (RhamD) (EC 4.2.1.90)	rhmD yfaW b2247 JW2241	Escherichia coli (strain K12)	401
P77247	P77247	reviewed	HXPB_ECOLI	Hexitol phosphatase B (2-deoxyglucose-6-phosphate phosphatase) (EC 3.1.3.68) (Mannitol-1-phosphatase) (EC 3.1.3.22) (Sorbitol-6-phosphatase) (EC 3.1.3.50) (Sugar-phosphatase) (EC 3.1.3.23)	hxpB yniC b1727 JW1716	Escherichia coli (strain K12)	222
P77256	P77256	reviewed	AKRMG_ECOLI	NADH-specific methylglyoxal reductase (EC 1.1.1.-) (AKR11B2)	ydjG b1771 JW1760	Escherichia coli (strain K12)	326
P77258	P77258	reviewed	NEMA_ECOLI	N-ethylmaleimide reductase (NEM reductase) (EC 1.3.1.-) (N-ethylmaleimide reducing enzyme)	nemA ydhN b1650 JW1642	Escherichia coli (strain K12)	365
P77269	P77269	reviewed	YPHF_ECOLI	ABC transporter periplasmic-binding protein YphF	yphF b2548 JW2532	Escherichia coli (strain K12)	327
P77285	P77285	reviewed	RSXG_ECOLI	Ion-translocating oxidoreductase complex subunit G (EC 7.-.-.-) (Rsx electron transport complex subunit G)	rsxG rnfG ydgP b1631 JW1623	Escherichia coli (strain K12)	206
P77300	P77300	reviewed	XYNR_ECOLI	HTH-type transcriptional regulator XynR (Regulator of xylonate catabolism)	xynR yagI b0272 JW0265	Escherichia coli (strain K12)	252
P77318	P77318	reviewed	YDEN_ECOLI	Uncharacterized sulfatase YdeN (EC 3.1.6.-)	ydeN b1498 JW5243	Escherichia coli (strain K12)	560
P77329	P77329	reviewed	HYFG_ECOLI	Hydrogenase-4 component G (EC 1.-.-.-)	hyfG b2487 JW2472	Escherichia coli (strain K12)	555
P77348	P77348	reviewed	MPPA_ECOLI	Periplasmic murein peptide-binding protein MppA (Murein peptide permease A)	mppA ynaH b1329 JW1322	Escherichia coli (strain K12)	537
P77360	P77360	reviewed	YPHC_ECOLI	Uncharacterized zinc-type alcohol dehydrogenase-like protein YphC (EC 1.-.-.-)	yphC b2545 JW5842	Escherichia coli (strain K12)	353
P77364	P77364	reviewed	GLXK2_ECOLI	Glycerate 3-kinase (EC 2.7.1.31) (D-Glycerate-3-kinase) (Glycerate kinase 2) (GK2)	glxK glxB5 ybbZ b0514 JW0502	Escherichia coli (strain K12)	381
P77376	P77376	reviewed	YDGJ_ECOLI	Uncharacterized oxidoreductase YdgJ (EC 1.-.-.-)	ydgJ b1624 JW5265	Escherichia coli (strain K12)	346
P77395	P77395	reviewed	CNOX_ECOLI	Chaperedoxin (Heat shock protein CnoX) (Trxsc)	cnoX ybbN b0492 JW5067	Escherichia coli (strain K12)	284
P77399	P77399	reviewed	FADJ_ECOLI	Fatty acid oxidation complex subunit alpha [Includes: Enoyl-CoA hydratase/3-hydroxybutyryl-CoA epimerase (EC 4.2.1.17) (EC 5.1.2.3); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)]	fadJ yfcX b2341 JW2338	Escherichia coli (strain K12)	714
P77434	P77434	reviewed	ALAC_ECOLI	Glutamate-pyruvate aminotransferase AlaC (EC 2.6.1.2)	alaC yfdZ b2379 JW2376	Escherichia coli (strain K12)	412
P77444	P77444	reviewed	SUFS_ECOLI	Cysteine desulfurase (EC 2.8.1.7) (Cysteine sulfinate desulfinase) (CSD) (EC 3.13.1.-) (Selenocysteine beta-lyase) (SCL) (Selenocysteine lyase) (EC 4.4.1.16) (Selenocysteine reductase)	sufS csdB ynhB b1680 JW1670	Escherichia coli (strain K12)	406
P77454	P77454	reviewed	GLSA1_ECOLI	Glutaminase 1 (EC 3.5.1.2)	glsA1 ybaS b0485 JW0474	Escherichia coli (strain K12)	310
P77455	P77455	reviewed	PAAZ_ECOLI	Bifunctional protein PaaZ [Includes: 2-oxepin-2(3H)-ylideneacetyl-CoA hydrolase (EC 3.3.2.12) (Oxepin-CoA hydrolase); 3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase (EC 1.2.1.91)]	paaZ maoC ydbN b1387 JW1382	Escherichia coli (strain K12)	681
P77467	P77467	reviewed	PAAG_ECOLI	1,2-epoxyphenylacetyl-CoA isomerase (EC 5.3.3.18)	paaG ydbT b1394 JW1389	Escherichia coli (strain K12)	262
P77488	P77488	reviewed	DXS_ECOLI	1-deoxy-D-xylulose-5-phosphate synthase (EC 2.2.1.7) (1-deoxyxylulose-5-phosphate synthase) (DXP synthase) (DXPS)	dxs yajP b0420 JW0410	Escherichia coli (strain K12)	620
P77499	P77499	reviewed	SUFC_ECOLI	Probable ATP-dependent transporter SufC	sufC ynhD b1682 JW1672	Escherichia coli (strain K12)	248
P77522	P77522	reviewed	SUFB_ECOLI	Iron-sulfur cluster assembly protein SufB	sufB ynhE b1683 JW5273	Escherichia coli (strain K12)	495
P77526	P77526	reviewed	YFCG_ECOLI	Disulfide-bond oxidoreductase YfcG (EC 1.8.4.-) (GSH-dependent disulfide-bond oxidoreductase YfcG) (GST N1-1) (GST-like protein YfcG) (Organic hydroperoxidase) (EC 1.11.1.-)	yfcG b2302 JW2299	Escherichia coli (strain K12)	215
P77539	P77539	reviewed	YDJL_ECOLI	Uncharacterized zinc-type alcohol dehydrogenase-like protein YdjL (EC 1.-.-.-)	ydjL b1776 JW1765	Escherichia coli (strain K12)	358
P77544	P77544	reviewed	YFCF_ECOLI	Glutathione S-transferase YfcF (EC 2.5.1.18)	yfcF b2301 JW2298	Escherichia coli (strain K12)	214
P77552	P77552	reviewed	YDHQ_ECOLI	Protein YdhQ	ydhQ b1664 JW1656	Escherichia coli (strain K12)	418
P77569	P77569	reviewed	MHPR_ECOLI	DNA-binding transcriptional activator MhpR (mhp operon transcriptional activator)	mhpR b0346 JW0337	Escherichia coli (strain K12)	277
P77581	P77581	reviewed	ASTC_ECOLI	Succinylornithine transaminase (SOAT) (EC 2.6.1.81) (Carbon starvation protein C) (Succinylornithine aminotransferase)	astC argM cstC ydjW b1748 JW1737	Escherichia coli (strain K12)	406
P77619	P77619	reviewed	YFEW_ECOLI	Putative D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4) (DD-carboxypeptidase) (DD-CPase) (Penicillin binding protein 4B)	yfeW pbp4B b2430 JW5395	Escherichia coli (strain K12)	434
P77625	P77625	reviewed	HXPA_ECOLI	Hexitol phosphatase A (Mannitol-1-phosphatase) (EC 3.1.3.22) (Sorbitol-6-phosphatase) (EC 3.1.3.50) (Sugar-phosphatase) (EC 3.1.3.23)	hxpA yfbT b2293 JW5376	Escherichia coli (strain K12)	216
P77667	P77667	reviewed	SUFA_ECOLI	Iron-sulfur cluster assembly protein SufA	sufA ydiC b1684 JW1674	Escherichia coli (strain K12)	122
P77674	P77674	reviewed	ABDH_ECOLI	Gamma-aminobutyraldehyde dehydrogenase (ABALDH) (EC 1.2.1.19) (1-pyrroline dehydrogenase) (4-aminobutanal dehydrogenase) (5-aminopentanal dehydrogenase) (EC 1.2.1.-)	patD prr ydcW b1444 JW1439	Escherichia coli (strain K12)	474
P77689	P77689	reviewed	SUFD_ECOLI	Iron-sulfur cluster assembly protein SufD	sufD ynhC b1681 JW1671	Escherichia coli (strain K12)	423
P77690	P77690	reviewed	ARNB_ECOLI	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.87) (Polymyxin resistance protein PmrH) (UDP-(beta-L-threo-pentapyranosyl-4''-ulose diphosphate) aminotransferase) (UDP-Ara4O aminotransferase) (UDP-4-amino-4-deoxy-L-arabinose aminotransferase)	arnB pmrH yfbE b2253 JW5372	Escherichia coli (strain K12)	385
P77695	P77695	reviewed	GNSB_ECOLI	Protein GnsB	gnsB ydfY b1550 JW5253	Escherichia coli (strain K12)	57
P77717	P77717	reviewed	YBAY_ECOLI	Uncharacterized lipoprotein YbaY	ybaY b0453 JW0443	Escherichia coli (strain K12)	190
P77718	P77718	reviewed	THII_ECOLI	tRNA sulfurtransferase (EC 2.8.1.4) (Sulfur carrier protein ThiS sulfurtransferase) (Thiamine biosynthesis protein ThiI) (tRNA 4-thiouridine synthase)	thiI yajK b0423 JW0413	Escherichia coli (strain K12)	482
P77735	P77735	reviewed	YAJO_ECOLI	1-deoxyxylulose-5-phosphate synthase YajO (EC 1.1.-.-)	yajO b0419 JW0409	Escherichia coli (strain K12)	324
P77739	P77739	reviewed	KT3K_ECOLI	Probable ketoamine kinase YniA (EC 2.7.1.-)	yniA b1725 JW1714	Escherichia coli (strain K12)	286
P77748	P77748	reviewed	D2HDH_ECOLI	D-2-hydroxyglutarate dehydrogenase (D2HGDH) (EC 1.1.99.39)	ydiJ b1687 JW1677	Escherichia coli (strain K12)	1018
P77754	P77754	reviewed	SPY_ECOLI	Periplasmic chaperone Spy (Spheroplast protein Y)	spy b1743 JW1732	Escherichia coli (strain K12)	161
P77756	P77756	reviewed	QUEC_ECOLI	7-cyano-7-deazaguanine synthase (EC 6.3.4.20) (7-cyano-7-carbaguanine synthase) (PreQ(0) synthase) (Queuosine biosynthesis protein QueC)	queC ybaX b0444 JW0434	Escherichia coli (strain K12)	231
P77774	P77774	reviewed	BAMB_ECOLI	Outer membrane protein assembly factor BamB	bamB yfgL b2512 JW2496	Escherichia coli (strain K12)	392
P77781	P77781	reviewed	MENI_ECOLI	1,4-dihydroxy-2-naphthoyl-CoA hydrolase (DHNA-CoA hydrolase) (EC 3.1.2.28) (DHNA-CoA thioesterase)	menI ydiI b1686 JW1676	Escherichia coli (strain K12)	136
